year	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
1910	0.00010400242172181606	0.0010881773196160793	0.0005384580581448972	0.0003877639537677169	0.0002992602239828557	0.0002601208398118615	0.00022367255587596446	0.00016384487389586866	0.00019246703595854342	0.00012934298138134181	0.00021146360086277127	0.00011116054520243779	0.00013720303832087666	0.00010059090709546581	0.00010543064854573458	0.0001299910363741219	0.0001039308262988925	8.921895641833544e-05	0.00010206933075096458	8.706369408173487e-05	0.00014434492914006114	7.863676728447899e-05	7.742259185761213e-05	7.248172914842144e-05	8.227193029597402e-05	0.00010449843102833256	6.617020699195564e-05	6.624106754316017e-05	6.86465427861549e-05	5.96963036514353e-05	0.00010966145782731473	5.847326974617317e-05	4.60008013760671e-05	4.213535430608317e-05	4.00959761464037e-05	4.911412179353647e-05	4.1433420847170055e-05	3.791709605138749e-05	3.708673102664761e-05	3.5110828321194276e-05	6.990352994762361e-05	3.518168523442e-05	3.458898936514743e-05	3.4230270102852955e-05	3.4764656447805464e-05	4.271107536624186e-05	3.1751722417538986e-05	3.2178344554267824e-05	3.560904588084668e-05	3.073535117437132e-05	9.028920612763613e-05	2.9311551770661026e-05	2.9608268960146233e-05	2.8019132514600642e-05	2.8753545848303474e-05	3.192296207998879e-05	2.837342253769748e-05	2.7472198780742474e-05	2.642483013914898e-05	2.641228275024332e-05	5.605302794720046e-05	2.597163438622374e-05	2.5855752028292045e-05	2.6198233172181062e-05	2.7615391445579007e-05	3.0516874176100828e-05	2.6297138902009465e-05	2.4890314307413064e-05	2.5315461243735626e-05	2.4606144506833516e-05	4.0402290323982015e-05	2.3876898922026157e-05	2.5411414753762074e-05	2.4394308638875373e-05	2.3382368453894742e-05	3.897332135238685e-05	2.403854341537226e-05	2.380087425990496e-05	2.4401690097874962e-05	2.271290941280313e-05	4.30653672083281e-05	2.4845288862707093e-05	2.3619300918653607e-05	2.386139749432914e-05	2.383113678661175e-05	2.7639009203994647e-05	2.4068805942079052e-05	2.4990695237647742e-05	2.5342771550640464e-05	2.2802958483225666e-05	3.855555405607447e-05	2.160132680728566e-05	2.198292531829793e-05	2.2570455257664435e-05	2.158139795938041e-05	2.576570477685891e-05	2.2374857508111745e-05	2.2836173229734413e-05	2.3564680304843932e-05	2.4299832148244604e-05
1911	0.00011360323696862906	0.0011307228123769164	0.0005690235993824899	0.00041346813668496907	0.0003177476755809039	0.00027560224407352507	0.00024560739984735847	0.00017422139353584498	0.00020137974934186786	0.00013805834169033915	0.00022910289408173412	0.00011773139704018831	0.00014524506696034223	0.00010453416325617582	0.00011022343096556142	0.00013569410657510161	0.00010857349843718112	9.46449363254942e-05	0.0001080627553164959	9.334364585811272e-05	0.00015334963973145932	8.259651076514274e-05	8.091771451290697e-05	7.727513002464548e-05	8.884759881766513e-05	0.00011174308747285977	6.962578481761739e-05	6.940150342416018e-05	7.214398647192866e-05	6.445688632084057e-05	0.00011700599134201184	6.295129423961043e-05	4.958899808116257e-05	4.598490704665892e-05	4.330533920438029e-05	5.18547858519014e-05	4.479834751691669e-05	4.0940365579444915e-05	4.0134273149305955e-05	3.693878170452081e-05	7.399673631880432e-05	3.682182796183042e-05	3.681886664708145e-05	3.5980945540359244e-05	3.673818355309777e-05	4.600489046424627e-05	3.269366789027117e-05	3.3840253308881074e-05	3.7017241993453354e-05	3.281432145740837e-05	9.687445708550513e-05	3.113700222456828e-05	3.1351661164080724e-05	2.9437474950100295e-05	3.0586284992750734e-05	3.496685530990362e-05	2.982978730869945e-05	2.9141390768927522e-05	2.871724973374512e-05	2.7926704206038266e-05	6.079506056266837e-05	2.7363403205526993e-05	2.7806048819911666e-05	2.8952637876500376e-05	2.969580964418128e-05	3.2445695978822187e-05	2.8219086743774824e-05	2.6973311832989566e-05	2.7530690204002894e-05	2.6170180717599578e-05	4.1829356632661074e-05	2.575936377979815e-05	2.7129495720146224e-05	2.5241215553251095e-05	2.517459688533563e-05	4.002694186056033e-05	2.599105027911719e-05	2.5837085559032857e-05	2.5199764422723092e-05	2.464460521878209e-05	4.524987525655888e-05	2.5591336452635005e-05	2.5680161343188956e-05	2.452617081871722e-05	2.4928845959948376e-05	2.9684706532862037e-05	2.619016777316574e-05	2.6073214030475356e-05	2.71842709480552e-05	2.416790994175244e-05	4.1301587771158665e-05	2.380964724579826e-05	2.3781518393661827e-05	2.4173830752260983e-05	2.329001836187672e-05	2.857068830053322e-05	2.4649787519592792e-05	2.461425719957333e-05	2.5165714760078117e-05	2.664243584149517e-05
1912	0.00012129925016779453	0.0011781738139688969	0.0005934773944318295	0.00043158320477232337	0.00033191265538334846	0.00028835696866735816	0.0002453406050335616	0.00017760343325790018	0.00020692957332357764	0.00014218181604519486	0.00023589939519297332	0.00012568241800181568	0.000151412736158818	0.00010496123286429793	0.00011064733553212136	0.00013733476225752383	0.00010813368862727657	9.23301195143722e-05	0.00010646676673786715	9.216384205501527e-05	0.0001547598367324099	8.256894943770021e-05	8.10906567494385e-05	7.50266044633463e-05	8.969839836936444e-05	0.00011242323671467602	7.024312799330801e-05	7.15237038093619e-05	7.205396104836836e-05	6.221314833965153e-05	0.00012318552762735635	5.977215550956316e-05	5.0925482355523854e-05	4.590028038364835e-05	4.319590880186297e-05	5.3183433919912204e-05	4.534277832135558e-05	3.933251718990505e-05	3.9318547351285815e-05	3.7203812098596245e-05	7.497281330870464e-05	3.640109207481146e-05	3.702286630868912e-05	3.602453580242582e-05	3.683843169710599e-05	4.7259101847885177e-05	3.3588432415854186e-05	3.4309414331801236e-05	3.824126906692982e-05	3.205774919479154e-05	0.00010038944310508668	3.044043478439562e-05	3.121311237919144e-05	2.928351386799477e-05	3.1052430131239817e-05	3.538319651852362e-05	3.060461312998086e-05	2.946026506833732e-05	2.8637286959565245e-05	2.780802060442511e-05	6.461291923187673e-05	2.76983373623807e-05	2.8936297894688323e-05	2.805533404171001e-05	3.0703817174071446e-05	3.288771404186264e-05	2.8067210223525763e-05	2.6783140128827654e-05	2.8269811082282104e-05	2.5578712666174397e-05	4.341946623753756e-05	2.50784978561569e-05	2.8079784897272475e-05	2.5757559342309833e-05	2.5323713998659514e-05	4.145284037804231e-05	2.596574995550327e-05	2.5200755771948025e-05	2.5195167836500332e-05	2.3843331291573122e-05	4.720670767710544e-05	2.6200486900052056e-05	2.4706829208298586e-05	2.4140945242834277e-05	2.475293877068907e-05	2.970688001369126e-05	2.4720104192965664e-05	2.4949949875008315e-05	2.7413996576797217e-05	2.391389170952607e-05	4.104833715246059e-05	2.259279426652938e-05	2.323971966688987e-05	2.2784915927331895e-05	2.2759764760849066e-05	2.8380192816257477e-05	2.4140244931913912e-05	2.368125024077017e-05	2.486402081558481e-05	2.664411294972524e-05
1913	0.00014424335677176714	0.0011830426519736648	0.0006161702331155539	0.0004424861690495163	0.0003434335521887988	0.00029915309278294444	0.0002604980836622417	0.0001860988122643903	0.00021366435976233333	0.00014900420501362532	0.00024713322636671364	0.00012165903899585828	0.00015451687795575708	0.00011120788985863328	0.00011561714200070128	0.0001430279080523178	0.00011397786147426814	9.58035234361887e-05	0.00011096981324953958	9.724821575218812e-05	0.00016378352302126586	8.560372953070328e-05	8.598406566306949e-05	7.684714364586398e-05	9.449372737435624e-05	0.0001193305870401673	7.397545414278284e-05	7.266122702276334e-05	7.589114102302119e-05	6.529699749080464e-05	0.0001300397125305608	6.42297018202953e-05	5.248717570793815e-05	4.792166510014795e-05	4.443303623702377e-05	5.546942702494562e-05	4.683520091930404e-05	4.3342883145669475e-05	4.1225233871955425e-05	3.908621147274971e-05	8.000482193892822e-05	3.857762203551829e-05	3.861447476083413e-05	3.759213723242283e-05	3.8301215681713074e-05	5.013882037019357e-05	3.561232369975187e-05	3.542731428751722e-05	4.04144411731977e-05	3.445509719313122e-05	0.00010473775182617828	3.195489989593625e-05	3.297724106232636e-05	3.077851215493865e-05	3.17197700496763e-05	3.750516043510288e-05	3.1826650229049847e-05	3.121265399386175e-05	3.106376243522391e-05	2.9987617381266318e-05	6.931338430149481e-05	2.97311125905253e-05	3.0084176614764147e-05	3.050284067285247e-05	3.204040331183933e-05	3.461946835159324e-05	3.0906026950106025e-05	2.861442590074148e-05	2.9309498131624423e-05	2.7351061362423934e-05	4.5811386371497065e-05	2.6943451302940957e-05	2.9675093173864298e-05	2.6915442504105158e-05	2.6988414902007207e-05	4.3070900574093685e-05	2.6632402295945212e-05	2.6666308258427307e-05	2.703853533603251e-05	2.5657236619736068e-05	5.1517909014364704e-05	2.7839012545882724e-05	2.7052541554439813e-05	2.5742001525941305e-05	2.6323561542085372e-05	3.114410719717853e-05	2.6667044949135743e-05	2.68262556346599e-05	2.9106800866429694e-05	2.5871728212223388e-05	4.3917811126448214e-05	2.5770010324777104e-05	2.5158229618682526e-05	2.4354067136300728e-05	2.5349871066282503e-05	3.1178748031379655e-05	2.644075902935583e-05	2.6095802240888588e-05	2.782869341899641e-05	2.8551037758006714e-05
1914	0.00011737233580788597	0.0012021022848784924	0.00064051803201437	0.0004589873715303838	0.0003522543702274561	0.0003055148117709905	0.0002700727491173893	0.00019171861640643328	0.00022115491447038949	0.0001550160814076662	0.00025013458798639476	0.0001316980051342398	0.00015979382442310452	0.0001162477201432921	0.00012188288383185863	0.0001474449090892449	0.00011736026499420404	0.00010023739014286548	0.00011563861335162073	0.00010318177373846993	0.0001624770520720631	8.849532605381683e-05	8.839493966661394e-05	8.15174134913832e-05	9.314022463513538e-05	0.00011722742056008428	7.644909055670723e-05	7.561354868812487e-05	7.774353434797376e-05	6.75336632411927e-05	0.00012455781688913703	6.592674617422745e-05	5.4931155318627134e-05	4.877066385233775e-05	4.6116867451928556e-05	5.5298729421338066e-05	4.887784234597348e-05	4.3239659134997055e-05	4.279811400920153e-05	4.0419814467895776e-05	8.0469784734305e-05	3.995562656200491e-05	3.949823076254688e-05	3.897969872923568e-05	3.9676357118878514e-05	4.838421955355443e-05	3.611984720919281e-05	3.5663964808918536e-05	4.053982411278412e-05	3.4112897992599756e-05	9.643255907576531e-05	3.1601754017174244e-05	3.305998325231485e-05	3.098736488027498e-05	3.204858148819767e-05	3.791772905969992e-05	3.183422450092621e-05	3.096472210017964e-05	3.0174471248756163e-05	2.9313270715647377e-05	6.632677832385525e-05	3.0012948627700098e-05	3.047940117539838e-05	3.0214474463718943e-05	3.1671192118665203e-05	3.391363497939892e-05	3.0080878786975518e-05	2.839999069692567e-05	2.8864178602816537e-05	2.6879870347329415e-05	4.5484364818548784e-05	2.6427003831486218e-05	2.866265276679769e-05	2.670627145562321e-05	2.6747784431790933e-05	4.2183724872302264e-05	2.716215567488689e-05	2.680212855921127e-05	2.7362926630303264e-05	2.4934810426202603e-05	4.839101165998727e-05	2.7642949135042727e-05	2.6560599508229643e-05	2.6566636734060012e-05	2.6415682441438548e-05	3.065979399252683e-05	2.6465497285244055e-05	2.6959121896652505e-05	2.916306948463898e-05	2.6311523470212705e-05	4.3047944927820936e-05	2.462233169353567e-05	2.4653278160258196e-05	2.442080767650623e-05	2.4174749341909774e-05	2.932685674750246e-05	2.5245777578675188e-05	2.5500137780909427e-05	2.6119054382434115e-05	2.5907716917572543e-05
1915	0.00013988638238515705	0.0012649509590119123	0.0006672515883110464	0.0004829185490962118	0.0003898051509167999	0.0003410129575058818	0.00029077858198434114	0.00020942548871971667	0.0002437661896692589	0.00016766339831519872	0.00027669689734466374	0.00014786748215556145	0.00017574851517565548	0.00012740456440951675	0.00013263008440844715	0.00015849106421228498	0.00012342227273620665	0.00010491499415365979	0.00012098369188606739	0.00011370427819201723	0.0001737292914185673	9.264120308216661e-05	9.070371743291616e-05	8.328396506840363e-05	9.946410864358768e-05	0.0001267573534278199	7.797918806318194e-05	7.697949331486598e-05	8.065551810432225e-05	6.939133163541555e-05	0.00013570513692684472	7.006248051766306e-05	5.427033465821296e-05	4.9152127758134156e-05	4.612908378476277e-05	5.8340134273748845e-05	4.840998735744506e-05	4.3367726902943105e-05	4.302183515392244e-05	3.998723332188092e-05	8.211586100514978e-05	3.92962756450288e-05	4.014903606730513e-05	3.81422032660339e-05	3.911548628821038e-05	5.145614704815671e-05	3.581837154342793e-05	3.5769666283158585e-05	4.102573439013213e-05	3.314617060823366e-05	0.00010716618271544576	3.262692189309746e-05	3.367120007169433e-05	3.2265343179460615e-05	3.16825280606281e-05	3.797709723585285e-05	3.266902422183193e-05	3.100477988482453e-05	3.0199074899428524e-05	2.8743686925736256e-05	7.131313759600744e-05	2.939419573522173e-05	2.9245602490846068e-05	2.9174607334425673e-05	3.126894443994388e-05	3.4574317396618426e-05	3.002158882736694e-05	2.840192428266164e-05	2.8636370188905858e-05	2.7530177248991095e-05	4.6866269258316606e-05	2.671374022611417e-05	2.8515019948827103e-05	2.5991412258008495e-05	2.6054976842715405e-05	4.488090053200722e-05	2.6756666557048447e-05	2.6560193873592652e-05	2.5608373107388616e-05	2.4786157155176625e-05	5.010064705857076e-05	2.666998807399068e-05	2.5874189304886386e-05	2.4758090148679912e-05	2.611854324641172e-05	3.111705154879019e-05	2.612844946270343e-05	2.7383235646993853e-05	2.7669690098264255e-05	2.44617294811178e-05	4.4303036702331156e-05	2.4025030143093318e-05	2.4522818421246484e-05	2.349009628233034e-05	2.4100152586470358e-05	2.9916747735114768e-05	2.574045538494829e-05	2.499666516087018e-05	2.6370325940661132e-05	2.7297381166135892e-05
1916	0.00014841246593277901	0.0012052644742652774	0.0006524189957417548	0.00046759037650190294	0.00037369149504229426	0.00033476902171969414	0.00028390096849761903	0.0002039469691226259	0.00023274109116755426	0.00016318004054483026	0.0002721306518651545	0.00013857251906301826	0.00017436163034290075	0.00012272618187125772	0.00013289962953422219	0.00015909977082628757	0.00012357780360616744	0.00010562581883277744	0.0001196438679471612	0.00010931387805612758	0.00017405961989425123	9.280053927795961e-05	9.23300685826689e-05	8.460427488898858e-05	0.00010087939881486818	0.00012768019223585725	7.89007535786368e-05	7.81452763476409e-05	8.148877532221377e-05	7.009278488112614e-05	0.00013548934657592326	6.915864651091397e-05	5.417753345682286e-05	5.085785232950002e-05	4.624075154424645e-05	5.7053119235206395e-05	4.872753925155848e-05	4.4654076191363856e-05	4.307505878387019e-05	4.007951793028042e-05	8.427503053098917e-05	4.002081186627038e-05	4.0528721001464874e-05	3.850900611723773e-05	3.991787161794491e-05	5.2978808525949717e-05	3.6667952372226864e-05	3.650800863397308e-05	4.1290153603767976e-05	3.476138590485789e-05	0.00010526849655434489	3.285567436250858e-05	3.4239867090946063e-05	3.1896863220026717e-05	3.319768075016327e-05	3.9189617382362485e-05	3.230437869206071e-05	3.1224757549352944e-05	3.178881524945609e-05	3.0064316888456233e-05	7.174327038228512e-05	2.9124221327947453e-05	2.9832908694515936e-05	2.9964776331325993e-05	3.1213698093779385e-05	3.565553925000131e-05	3.0285515094874427e-05	2.8079482945031486e-05	2.9232269298518077e-05	2.7637084713205695e-05	4.73390900879167e-05	2.7238076654612087e-05	2.8880052923341282e-05	2.606742418720387e-05	2.672166192496661e-05	4.5432527258526534e-05	2.742694596236106e-05	2.6784618967212737e-05	2.6811843781615607e-05	2.5130733774858527e-05	5.3264666348695755e-05	2.7844671421917155e-05	2.661361577338539e-05	2.4889966880436987e-05	2.6705498385126702e-05	3.2394560548709705e-05	2.61916356976144e-05	2.72193592536496e-05	3.076194479945116e-05	2.6910533051704988e-05	4.64670556539204e-05	2.540127570682671e-05	2.4672170184203424e-05	2.427061008347664e-05	2.421190765744541e-05	3.1276656955014914e-05	2.5807090423768386e-05	2.515625601517968e-05	2.71538501692703e-05	2.7647294700727798e-05
1917	0.00013071068678982556	0.0011364740785211325	0.0006300530512817204	0.0004571738245431334	0.00036348943831399083	0.0003241649828851223	0.0002799830981530249	0.00020180671708658338	0.00022911812993697822	0.00015991536201909184	0.00026622979203239083	0.00013313560339156538	0.00016936655447352678	0.00012092225369997323	0.00012805333244614303	0.00015760793758090585	0.00012367004819680005	0.00010563571413513273	0.00011951497435802594	0.00011067403829656541	0.0001754563272697851	9.300313831772655e-05	9.141582995653152e-05	8.432448521489277e-05	9.986796794692054e-05	0.00012595212319865823	7.905287930043414e-05	8.020152745302767e-05	8.179644646588713e-05	6.970481626922265e-05	0.00013495788152795285	6.979947647778317e-05	5.45188486285042e-05	5.0255588575964794e-05	4.7259305574698374e-05	5.7825327530736104e-05	4.977043499820866e-05	4.55612716905307e-05	4.4966240238863975e-05	4.10283864766825e-05	8.435068593826145e-05	4.015105514554307e-05	4.0877093852031976e-05	3.957884473493323e-05	4.067255213158205e-05	5.289181353873573e-05	3.6691591958515346e-05	3.6887682654196396e-05	4.2169423977611586e-05	3.551505506038666e-05	0.00010618679516483098	3.383307921467349e-05	3.4609831345733255e-05	3.2657386327628046e-05	3.339441173011437e-05	3.8679536373820156e-05	3.275796552770771e-05	3.160678534186445e-05	3.152564386255108e-05	3.0233311917982064e-05	7.349306542892009e-05	2.973379014292732e-05	3.05215289699845e-05	3.077509245485999e-05	3.205728353350423e-05	3.5326571378391236e-05	3.131180346827023e-05	2.9159044061088935e-05	2.974393282784149e-05	2.752777982095722e-05	4.7599925892427564e-05	2.681695514183957e-05	3.005243524967227e-05	2.7778809453593567e-05	2.7067984774475917e-05	4.7196757805068046e-05	2.722012322919909e-05	2.8309603294474073e-05	2.8071253836969845e-05	2.6611567591316998e-05	5.310818596626632e-05	2.8891956389998086e-05	2.76959781331243e-05	2.734436930040829e-05	2.694542854442261e-05	3.227450361009687e-05	2.7450865673017688e-05	2.952671275124885e-05	3.0246834285208024e-05	2.656423566804733e-05	4.565339986584149e-05	2.6083309421665035e-05	2.554068123572506e-05	2.5730854758876376e-05	2.4751252567511983e-05	3.091709004365839e-05	2.6421395887155086e-05	2.57756510109175e-05	2.7573421903070994e-05	2.791235237964429e-05
1918	0.00014312693383544683	0.0010879188776016235	0.0006140551413409412	0.00044144035200588405	0.0003542612539604306	0.00032277789432555437	0.00027302245143800974	0.00020664877956733108	0.0002337024052394554	0.00016586051788181067	0.000260020955465734	0.00013293491792865098	0.00016553146997466683	0.00011659960728138685	0.00012671080185100436	0.00015911684022285044	0.00012181924830656499	0.000104375540104229	0.00011866437125718221	0.00010937292245216668	0.00016915106971282512	8.963449363363907e-05	9.15943892323412e-05	8.298799366457388e-05	9.700260852696374e-05	0.0001222993596456945	7.62616255087778e-05	7.538511272286996e-05	8.115413947962224e-05	6.879537249915302e-05	0.00013308598136063665	7.080144860083237e-05	5.462776971398853e-05	5.0294263928662986e-05	4.681899372371845e-05	5.68734212720301e-05	4.975161573383957e-05	4.4454998715082183e-05	4.370837632450275e-05	3.8863006921019405e-05	8.181994780898094e-05	4.012919089291245e-05	4.06468243454583e-05	3.789124093600549e-05	3.966928488807753e-05	5.187314673094079e-05	3.548106178641319e-05	3.6404722777660936e-05	4.126067506149411e-05	3.445637776167132e-05	0.00010293327795807272	3.3244072255911306e-05	3.401860158191994e-05	3.12245283566881e-05	3.240412115701474e-05	3.7747879105154425e-05	3.249071232858114e-05	3.081273098359816e-05	3.193940210621804e-05	2.9261751478770748e-05	7.056380127323791e-05	2.9490742235793732e-05	2.9199210985098034e-05	2.9589842597488314e-05	3.1533378205494955e-05	3.4427514037815854e-05	2.991793371620588e-05	2.8554573873407207e-05	2.968605622299947e-05	2.678326200111769e-05	4.713169255410321e-05	2.6846762921195477e-05	2.8871119866380468e-05	2.7450991183286533e-05	2.7042078727390617e-05	4.595883365254849e-05	2.7578957087825984e-05	2.7331685487297364e-05	2.8016733267577365e-05	2.5468008971074596e-05	5.115249950904399e-05	2.8364067475195043e-05	2.7602049158304e-05	2.6009696739492938e-05	2.7185438739252277e-05	3.164402369293384e-05	2.748177939793095e-05	2.740384661592543e-05	2.987078914884478e-05	2.6136700398637913e-05	4.4954354962101206e-05	2.5914443540386856e-05	2.4843575374688953e-05	2.416333882138133e-05	2.3136728486861102e-05	3.0088234780123457e-05	2.5500721676507965e-05	2.4711762307561003e-05	2.5186100174323656e-05	2.7634761863737367e-05
1919	0.00011570501374080777	0.0011324674123898149	0.0006191474385559559	0.00045764149399474263	0.0003719616215676069	0.00032728948281146586	0.00028083575307391584	0.00020778371253982186	0.00023767599486745894	0.00016038065950851887	0.00025763086159713566	0.0001297159178648144	0.00016113377932924777	0.00011539531988091767	0.00012284991680644453	0.00015873191296122968	0.00011827492562588304	0.00010105888213729486	0.0001177232843474485	0.00011199838627362624	0.00016385501658078283	8.748260006541386e-05	8.509569306625053e-05	7.983093382790685e-05	9.28326990106143e-05	0.00011965621524723247	7.436909800162539e-05	7.403389463433996e-05	7.754783291602507e-05	6.71810848871246e-05	0.00013246707385405898	6.511178071377799e-05	4.905884634354152e-05	4.5605611376231536e-05	4.1481082007521763e-05	5.23132475791499e-05	4.4159209210192785e-05	4.01508150389418e-05	3.8950758607825264e-05	3.631310028140433e-05	7.812234980519861e-05	3.577466122806072e-05	3.742077751667239e-05	3.454997204244137e-05	3.48499852407258e-05	5.27513911947608e-05	3.270237721153535e-05	3.2954001653706655e-05	3.858564014080912e-05	3.121550616924651e-05	9.813089127419516e-05	2.9633616577484645e-05	3.0378812880371697e-05	2.7797461370937526e-05	2.9338001695577987e-05	3.529780587996356e-05	2.8683425625786185e-05	2.7740274163079448e-05	2.8014774215989746e-05	2.6117912057088688e-05	7.176575309131294e-05	2.6343142963014543e-05	2.681208025023807e-05	2.6755771614261903e-05	2.915236291300971e-05	3.2110270694829524e-05	2.733292421908118e-05	2.505246811779216e-05	2.6278918085154146e-05	2.413219044683501e-05	4.438707765075378e-05	2.4521064915461466e-05	2.6249004804412834e-05	2.3852413505665027e-05	2.4477074475726113e-05	4.165704012848437e-05	2.579590363893658e-05	2.5080622435780242e-05	2.4726059564272873e-05	2.2719223125022836e-05	4.936677942168899e-05	2.530145320633892e-05	2.4412849597865716e-05	2.3459140720660798e-05	2.5168603315250948e-05	2.909693466790486e-05	2.4846593078109436e-05	2.492929525033105e-05	2.6398571208119392e-05	2.3312211851589382e-05	4.296355473343283e-05	2.3178481569630094e-05	2.28573535423493e-05	2.2315392925520428e-05	2.2410411474993452e-05	2.9213948437245563e-05	2.4440123524982482e-05	2.4506987756467424e-05	2.5375356926815584e-05	2.8717739041894674e-05
